Id,Prediction
0,0.11363730275211058
1,0.8768726207844586
2,0.34824183205252546
3,0.014294622192048724
4,0.0
5,0.623551399982036
6,0.0664500332226018
7,0.04548596220304177
8,0.13576754822127501
9,0.024994647827017772
10,0.01433022871581848
11,0.9016690858044991
12,0.04703286304439082
13,0.028929520779414342
14,0.22000344703735955
15,0.019994862133927045
16,0.3263129022171004
17,0.06633106161767029
18,0.09785569547426239
19,0.0
20,0.04249405898819998
21,0.6475313577515769
22,0.04561694975087048
23,0.6897959055492651
24,0.09637233966900918
25,0.04888386412285144
26,0.039303226434675716
27,0.8461613908707295
28,0.05
29,0.013350493031908488
30,0.9373440573651066
31,0.012998065303679716
32,0.4727925854317202
33,0.7336120812556296
34,0.6686394583935914
35,0.024485490036924636
36,0.8166038479428839
37,0.07288773215901934
38,0.24262072967216616
39,0.8117464352769433
40,0.09262607687738457
41,0.5784636646952246
42,0.809265849252027
43,0.01460990829460807
44,0.41467889460866936
45,0.46351345313455666
46,0.12520507254727925
47,0.7842180635343481
48,0.024994647827017772
49,0.23665985687099222
50,0.2843158962669034
51,0.7783684287322048
52,0.016044398935390086
53,0.1291254855844622
54,0.014795950083518692
55,0.963466703733382
56,0.18423209245759953
57,0.5266352731078469
58,0.08379745184370094
59,0.8157265050614712
60,0.35254698206017976
61,0.249487717834336
62,0.11641843303175986
63,0.6899317574048516
64,0.20731669437995337
65,0.27235590734748527
66,0.0953583614371835
67,0.046737761452886724
68,0.2589804914254181
69,0.0
70,0.7076242774871517
71,0.0
72,0.04628767707087701
73,0.0
74,0.1705065434967255
75,0.01741587721711623
76,0.044824563742365715
77,0.02027190109589908
78,0.20961962755031802
79,0.08961458853405288
80,0.03220803675218069
81,0.7653633799346866
82,0.12873631635560867
83,0.05
84,0.04930018482962949
85,0.8601678503694239
86,0.028076197959800993
87,0.029493991659469275
88,0.11235579336518325
89,0.941173655920741
90,0.6597096546403538
91,0.06467550879851734
92,0.6311450783120207
93,0.016373485387560026
94,0.5459696714836317
95,0.09859059931445065
96,0.1
97,0.008303145007419226
98,0.04549373618130995
99,0.01798391476446582
100,0.033328575506708535
101,0.05060215486339982
102,0.6804534834313162
103,0.11911616441359661
104,0.19687450080430166
105,0.0
106,0.01757137303820347
107,0.02508075995709796
108,0.058114635797976946
109,0.08375429680183974
110,0.061304484605454
111,0.1449985020070814
112,0.7073256953508609
113,0.05
114,0.015496135343129677
115,0.21855595035327502
116,0.12343521056814473
